PRIME,AB,A,B,INDEX
91310111111213,9KTJJ1QK,9KTJ,J1QK,19TJJQKK
91310111111213,9KTJ1JQK,9KTJ,1JQK,19TJJQKK
91310111321213,9KTJK2QK,9KTJ,K2QK,29TJQKKK
11311131271213,J3JKQ7QK,J3JK,Q7QK,37JJQQKK
11311131310123,J3JKKTQ3,J3JK,KTQ3,33TJJQKK
11311131312133,J3JKKQK3,J3JK,KQK3,33JJQKKK
13128131211311,KQ8KQ1KJ,KQ8K,Q1KJ,18JQQKKK
13128132101213,KQ8K2TQK,KQ8K,2TQK,28TQQKKK
13128131281211,KQ8KQ8QJ,KQ8K,Q8QJ,88JQQQKK
13128132101111,KQ8K2TJJ,KQ8K,2TJJ,28TJJQKK
13128131351213,KQ8KK5QK,KQ8K,K5QK,58QQKKKK
13128131313911,KQ8KKK9J,KQ8K,KK9J,89JQKKKK
13128131211311,KQ8KQJ3J,KQ8K,QJ3J,38JJQQKK
13128131310611,KQ8KKT6J,KQ8K,KT6J,68TJQKKK
13128131112413,KQ8KJQ4K,KQ8K,JQ4K,48JQQKKK
13128131212103,KQ8KQQT3,KQ8K,QQT3,38TQQQKK
13128131011139,KQ8KTJK9,KQ8K,TJK9,89TJQKKK
10413114121213,T4KJ4QQK,T4KJ,4QQK,44TJQQKK
10413111113137,T4KJJKK7,T4KJ,JKK7,47TJJKKK
10122134131313,TQ2K4KKK,TQ2K,4KKK,24TQKKKK
10122131381213,TQ2KK8QK,TQ2K,K8QK,28TQQKKK
10122131391011,TQ2KK9TJ,TQ2K,K9TJ,29TTJQKK
10122132101111,TQ2K2TJJ,TQ2K,2TJJ,22TTJJQK
10122131210123,TQ2KQTQ3,TQ2K,QTQ3,23TTQQQK
10122131112113,TQ2KJQ1K,TQ2K,JQ1K,12TJQQKK
10122131151113,TQ2KJ5JK,TQ2K,J5JK,25TJJQKK
10122131013713,TQ2KTK7K,TQ2K,TK7K,27TTQKKK
10122131310119,TQ2KKTJ9,TQ2K,KTJ9,29TTJQKK
10122131112413,TQ2KJQ4K,TQ2K,JQ4K,24TJQQKK
10122131110913,TQ2KJT9K,TQ2K,JT9K,29TTJQKK
10122134111213,TQ2K4JQK,TQ2K,4JQK,24TJQQKK
10122131112113,TQ2KJQJ3,TQ2K,JQJ3,23TJJQQK
10122131321213,TQ2KK2QK,TQ2K,K2QK,22TQQKKK
13101191161313,KTJ9J6KK,KTJ9,J6KK,69TJJKKK
13101191213213,KTJ9QK2K,KTJ9,QK2K,29TJQKKK
13101191210123,KTJ9QTQ3,KTJ9,QTQ3,39TTJQQK
13101194101313,KTJ94TKK,KTJ9,4TKK,49TTJKKK
13101196101311,KTJ96TKJ,KTJ9,6TKJ,69TTJJKK
13101191191313,KTJ9J9KK,KTJ9,J9KK,99TJJKKK
13101191061311,KTJ9T6KJ,KTJ9,T6KJ,69TTJJKK
13101191213129,KTJ9QKQ9,KTJ9,QKQ9,99TJQQKK
13101191212103,KTJ9QQT3,KTJ9,QQT3,39TTJQQK
13101191311127,KTJ9KJQ7,KTJ9,KJQ7,79TJJQKK
81210111011137,8QTJTJK7,8QTJ,TJK7,78TTJJQK
81210111210103,8QTJQTT3,8QTJ,QTT3,38TTTJQQ
81210111312133,8QTJKQK3,8QTJ,KQK3,38TJQQKK
81210111112513,8QTJJQ5K,8QTJ,JQ5K,58TJJQQK
13610114121113,K6TJ4QJK,K6TJ,4QJK,46TJJQKK
13610112101213,K6TJ2TQK,K6TJ,2TQK,26TTJQKK
13610111381213,K6TJK8QK,K6TJ,K8QK,68TJQKKK
13610111161313,K6TJJ6KK,K6TJ,J6KK,66TJJKKK
13610111101211,K6TJ1TQJ,K6TJ,1TQJ,16TTJJQK
13610111112107,K6TJJQT7,K6TJ,JQT7,67TTJJQK
13610111341313,K6TJK4KK,K6TJ,K4KK,46TJKKKK
13610111112911,K6TJJQ9J,K6TJ,JQ9J,69TJJJQK
13610111110913,K6TJJT9K,K6TJ,JT9K,69TTJJKK
13610114101313,K6TJ4TKK,K6TJ,4TKK,46TTJKKK
13610111012513,K6TJTQ5K,K6TJ,TQ5K,56TTJQKK
13610111110103,K6TJJTT3,K6TJ,JTT3,36TTTJJK
13610111310311,K6TJKT3J,K6TJ,KT3J,36TTJJKK
13610113131311,K6TJ3KKJ,K6TJ,3KKJ,36TJJKKK
13610113101311,K6TJ3TKJ,K6TJ,3TKJ,36TTJJKK
13133111101211,KK3J1TQJ,KK3J,1TQJ,13TJJQKK
13133111391011,KK3JK9TJ,KK3J,K9TJ,39TJJKKK
13133112101111,KK3J2TJJ,KK3J,2TJJ,23TJJJKK
13133111210123,KK3JQTQ3,KK3J,QTQ3,33TJQQKK
13133111112113,KK3JJQ1K,KK3J,JQ1K,13JJQKKK
13133112111311,KK3J2JKJ,KK3J,2JKJ,23JJJKKK
13133111312813,KK3JKQ8K,KK3J,KQ8K,38JQKKKK
13133111310119,KK3JKTJ9,KK3J,KTJ9,39TJJKKK
13133114101313,KK3J4TKK,KK3J,4TKK,34TJKKKK
13133111191313,KK3JJ9KK,KK3J,J9KK,39JJKKKK
13133111112113,KK3JJQJ3,KK3J,JQJ3,33JJJQKK
13133111310311,KK3JKT3J,KK3J,KT3J,33TJJKKK
13133111112131,KK3JJQK1,KK3J,JQK1,13JJQKKK
13133114121011,KK3J4QTJ,KK3J,4QTJ,34TJJQKK
13133111210711,KK3JQT7J,KK3J,QT7J,37TJJQKK
11104131310123,JT4KKTQ3,JT4K,KTQ3,34TTJQKK
11104131011137,JT4KTJK7,JT4K,TJK7,47TTJJKK
11104132131013,JT4K2KTK,JT4K,2KTK,24TTJKKK
11104131210103,JT4KQTT3,JT4K,QTT3,34TTTJQK
11104131012103,JT4KTQT3,JT4K,TQT3,34TTTJQK
11104136101213,JT4K6TQK,JT4K,6TQK,46TTJQKK
11104131311131,JT4KKJK1,JT4K,KJK1,14TJJKKK
11104131212611,JT4KQQ6J,JT4K,QQ6J,46TJJQQK
12106131271111,QT6KQ7JJ,QT6K,Q7JJ,67TJJQQK
12106131381313,QT6KK8KK,QT6K,K8KK,68TQKKKK
12106131312139,QT6KKQK9,QT6K,KQK9,69TQQKKK
12106131221113,QT6KQ2JK,QT6K,Q2JK,26TJQQKK
12106131211411,QT6KQJ4J,QT6K,QJ4J,46TJJQQK
12106131012103,QT6KTQT3,QT6K,TQT3,36TTTQQK
12106131291313,QT6KQ9KK,QT6K,Q9KK,69TQQKKK
12113111312411,QJ3JKQ4J,QJ3J,KQ4J,34JJJQQK
12113111211911,QJ3JQJ9J,QJ3J,QJ9J,39JJJJQQ
12113111112611,QJ3JJQ6J,QJ3J,JQ6J,36JJJJQQ
12113111011013,QJ3JT1TK,QJ3J,T1TK,13TTJJQK
12113113111013,QJ3J3JTK,QJ3J,3JTK,33TJJJQK
12113119131011,QJ3J9KTJ,QJ3J,9KTJ,39TJJJQK
12113111110913,QJ3JJT9K,QJ3J,JT9K,39TJJJQK
12113111312513,QJ3JKQ5K,QJ3J,KQ5K,35JJQQKK
12113111112131,QJ3JJQK1,QJ3J,JQK1,13JJJQQK
10121031271213,TQT3Q7QK,TQT3,Q7QK,37TTQQQK
10121031311311,TQT3KJ3J,TQT3,KJ3J,33TTJJQK
10121031110413,TQT3JT4K,TQT3,JT4K,34TTTJQK
10121031210613,TQT3QT6K,TQT3,QT6K,36TTTQQK
10121031291313,TQT3Q9KK,TQT3,Q9KK,39TTQQKK
10121031311311,TQT3K1KJ,TQT3,K1KJ,13TTJQKK
10128111113713,TQ8JJK7K,TQ8J,JK7K,78TJJQKK
10128111071311,TQ8JT7KJ,TQ8J,T7KJ,78TTJJQK
10128111161011,TQ8JJ6TJ,TQ8J,J6TJ,68TTJJJQ
10128114101011,TQ8J4TTJ,TQ8J,4TTJ,48TTTJJQ
10128111010411,TQ8JTT4J,TQ8J,TT4J,48TTTJJQ
10128111113137,TQ8JJKK7,TQ8J,JKK7,78TJJQKK
10128111261313,TQ8JQ6KK,TQ8J,Q6KK,68TJQQKK
61011111381313,6TJJK8KK,6TJJ,K8KK,68TJJKKK
61011115121113,6TJJ5QJK,6TJJ,5QJK,56TJJJQK
61011111071311,6TJJT7KJ,6TJJ,T7KJ,67TTJJJK
61011111111211,6TJJ1JQJ,6TJJ,1JQJ,16TJJJJQ
61011111111211,6TJJJJ2J,6TJJ,JJ2J,26TJJJJJ
61011111161113,6TJJJ6JK,6TJJ,J6JK,66TJJJJK
61011118121011,6TJJ8QTJ,6TJJ,8QTJ,68TTJJJQ
61011111111211,6TJJJ1QJ,6TJJ,J1QJ,16TJJJJQ
61011111010411,6TJJTT4J,6TJJ,TT4J,46TTTJJJ
61011111110611,6TJJJT6J,6TJJ,JT6J,66TTJJJJ
61011111261313,6TJJQ6KK,6TJJ,Q6KK,66TJJQKK
41010115101211,4TTJ5TQJ,4TTJ,5TQJ,45TTTJJQ
41010111310117,4TTJKTJ7,4TTJ,KTJ7,47TTTJJK
41010116101111,4TTJ6TJJ,4TTJ,6TJJ,46TTTJJJ
41010111311131,4TTJKJK1,4TTJ,KJK1,14TTJJKK
41010111191011,4TTJJ9TJ,4TTJ,J9TJ,49TTTJJJ
13106111011013,KT6JT1TK,KT6J,T1TK,16TTTJKK
13106111311109,KT6JKJT9,KT6J,KJT9,69TTJJKK
13106111112911,KT6JJQ9J,KT6J,JQ9J,69TJJJQK
13106111012213,KT6JTQ2K,KT6J,TQ2K,26TTJQKK
13106111291111,KT6JQ9JJ,KT6J,Q9JJ,69TJJJQK
13106113111313,KT6J3JKK,KT6J,3JKK,36TJJKKK
13106111112131,KT6JJQK1,KT6J,JQK1,16TJJQKK
13106111011139,KT6JTJK9,KT6J,TJK9,69TTJJKK
13106114121011,KT6J4QTJ,KT6J,4QTJ,46TTJJQK
11124131111213,JQ4KJJ2K,JQ4K,JJ2K,24JJJQKK
11124131311109,JQ4KKJT9,JQ4K,KJT9,49TJJQKK
11124131151113,JQ4KJ5JK,JQ4K,J5JK,45JJJQKK
11124138111011,JQ4K8JTJ,JQ4K,8JTJ,48TJJJQK
11124131112911,JQ4KJQ9J,JQ4K,JQ9J,49JJJQQK
11124131310119,JQ4KKTJ9,JQ4K,KTJ9,49TJJQKK
11124131361011,JQ4KK6TJ,JQ4K,K6TJ,46TJJQKK
11124131111213,JQ4KJ1QK,JQ4K,J1QK,14JJQQKK
11124131210411,JQ4KQT4J,JQ4K,QT4J,44TJJQQK
11124131111213,JQ4K1JQK,JQ4K,1JQK,14JJQQKK
11124134121311,JQ4K4QKJ,JQ4K,4QKJ,44JJQQKK
11124131012411,JQ4KTQ4J,JQ4K,TQ4J,44TJJQQK
12911112101213,Q9JJ2TQK,Q9JJ,2TQK,29TJJQQK
12911116111013,Q9JJ6JTK,Q9JJ,6JTK,69TJJJQK
12911117111213,Q9JJ7JQK,Q9JJ,7JQK,79JJJQQK
12911113111313,Q9JJ3JKK,Q9JJ,3JKK,39JJJQKK
12911111213129,Q9JJQKQ9,Q9JJ,QKQ9,99JJQQQK
12911111212613,Q9JJQQ6K,Q9JJ,QQ6K,69JJQQQK
13122112131013,KQ2J2KTK,KQ2J,2KTK,22TJQKKK
13122112101313,KQ2J2TKK,KQ2J,2TKK,22TJQKKK
13122111012811,KQ2JTQ8J,KQ2J,TQ8J,28TJJQQK
13122116101111,KQ2J6TJJ,KQ2J,6TJJ,26TJJJQK
13122114101011,KQ2J4TTJ,KQ2J,4TTJ,24TTJJQK
13122111112129,KQ2JJQQ9,KQ2J,JQQ9,29JJQQQK
13122111212611,KQ2JQQ6J,KQ2J,QQ6J,26JJQQQK
13122111191011,KQ2JJ9TJ,KQ2J,J9TJ,29TJJJQK
11109138121013,JT9K8QTK,JT9K,8QTK,89TTJQKK
11109131351111,JT9KK5JJ,JT9K,K5JJ,59TJJJKK
11109131161313,JT9KJ6KK,JT9K,J6KK,69TJJKKK
11109135131111,JT9K5KJJ,JT9K,5KJJ,59TJJJKK
11109139131011,JT9K9KTJ,JT9K,9KTJ,99TTJJKK
11109134111213,JT9K4JQK,JT9K,4JQK,49TJJQKK
11109136101311,JT9K6TKJ,JT9K,6TKJ,69TTJJKK
11109131191313,JT9KJ9KK,JT9K,J9KK,99TJJKKK
11109131110313,JT9KJT3K,JT9K,JT3K,39TTJJKK
11109131212103,JT9KQQT3,JT9K,QQT3,39TTJQQK
11109131113103,JT9KJKT3,JT9K,JKT3,39TTJJKK
11109131210711,JT9KQT7J,JT9K,QT7J,79TTJJQK
41013132101213,4TKK2TQK,4TKK,2TQK,24TTQKKK
41013131313911,4TKKKK9J,4TKK,KK9J,49TJKKKK
41013131310611,4TKKKT6J,4TKK,KT6J,46TTJKKK
41013131112413,4TKKJQ4K,4TKK,JQ4K,44TJQKKK
41013131191313,4TKKJ9KK,4TKK,J9KK,49TJKKKK
41013131061311,4TKKT6KJ,4TKK,T6KJ,46TTJKKK
41013131210411,4TKKQT4J,4TKK,QT4J,44TTJQKK
41013131212103,4TKKQQT3,4TKK,QQT3,34TTQQKK
41013131321213,4TKKK2QK,4TKK,K2QK,24TQKKKK
41013131381111,4TKKK8JJ,4TKK,K8JJ,48TJJKKK
11112111231313,J1QJQ3KK,J1QJ,Q3KK,13JJQQKK
11112111251011,J1QJQ5TJ,J1QJ,Q5TJ,15TJJJQQ
11112112101313,J1QJ2TKK,J1QJ,2TKK,12TJJQKK
11112111013711,J1QJTK7J,J1QJ,TK7J,17TJJJQK
11112111141013,J1QJJ4TK,J1QJ,J4TK,14TJJJQK
11112111212119,J1QJQQJ9,J1QJ,QQJ9,19JJJQQQ
11112111110413,J1QJJT4K,J1QJ,JT4K,14TJJJQK
11112111012811,J1QJTQ8J,J1QJ,TQ8J,18TJJJQQ
11112111010411,J1QJTT4J,J1QJ,TT4J,14TTJJJQ
11112111110311,J1QJJT3J,J1QJ,JT3J,13TJJJJQ
11112111210127,J1QJQTQ7,J1QJ,QTQ7,17TJJQQQ
11112111212611,J1QJQQ6J,J1QJ,QQ6J,16JJJQQQ
13125138121013,KQ5K8QTK,KQ5K,8QTK,58TQQKKK
13125131312411,KQ5KKQ4J,KQ5K,KQ4J,45JQQKKK
13125131281211,KQ5KQ8QJ,KQ5K,Q8QJ,58JQQQKK
13125131311109,KQ5KKJT9,KQ5K,KJT9,59TJQKKK
13125138111011,KQ5K8JTJ,KQ5K,8JTJ,58TJJQKK
13125131171111,KQ5KJ7JJ,KQ5K,J7JJ,57JJJQKK
13125131212121,KQ5KQQQ1,KQ5K,QQQ1,15QQQQKK
13125131110103,KQ5KJTT3,KQ5K,JTT3,35TTJQKK
13125131212811,KQ5KQQ8J,KQ5K,QQ8J,58JQQQKK
13125131191013,KQ5KJ9TK,KQ5K,J9TK,59TJQKKK
13125131212103,KQ5KQQT3,KQ5K,QQT3,35TQQQKK
41112131391113,4JQKK9JK,4JQK,K9JK,49JJQKKK
41112131391011,4JQKK9TJ,4JQK,K9TJ,49TJJQKK
41112132101111,4JQK2TJJ,4JQK,2TJJ,24TJJJQK
41112131341313,4JQKK4KK,4JQK,K4KK,44JQKKKK
41112137101313,4JQK7TKK,4JQK,7TKK,47TJQKKK
41112131061311,4JQKT6KJ,4JQK,T6KJ,46TJJQKK
41112131010131,4JQKTTK1,4JQK,TTK1,14TTJQKK
41112131071313,4JQKT7KK,4JQK,T7KK,47TJQKKK
41112131011139,4JQKTJK9,4JQK,TJK9,49TJJQKK
13138131291211,KK8KQ9QJ,KK8K,Q9QJ,89JQQKKK
13138131111211,KK8K1JQJ,KK8K,1JQJ,18JJQKKK
13138131311311,KK8KKJ3J,KK8K,KJ3J,38JJKKKK
13138131111211,KK8KJJ2J,KK8K,JJ2J,28JJJKKK
13138131131113,KK8K1KJK,KK8K,1KJK,18JKKKKK
13138131210103,KK8KQTT3,KK8K,QTT3,38TTQKKK
13138131211813,KK8KQJ8K,KK8K,QJ8K,88JQKKKK
13138131131113,KK8KJ3JK,KK8K,J3JK,38JJKKKK
13138131210613,KK8KQT6K,KK8K,QT6K,68TQKKKK
13138131111211,KK8KJ1QJ,KK8K,J1QJ,18JJQKKK
13138136101213,KK8K6TQK,KK8K,6TQK,68TQKKKK
13138131113137,KK8KJKK7,KK8K,JKK7,78JKKKKK
13138131311311,KK8KK1KJ,KK8K,K1KJ,18JKKKKK
12913131291211,Q9KKQ9QJ,Q9KK,Q9QJ,99JQQQKK
12913132101313,Q9KK2TKK,Q9KK,2TKK,29TQKKKK
12913131161011,Q9KKJ6TJ,Q9KK,J6TJ,69TJJQKK
12913131141013,Q9KKJ4TK,Q9KK,J4TK,49TJQKKK
12913131211411,Q9KKQJ4J,Q9KK,QJ4J,49JJQQKK
12913138121011,Q9KK8QTJ,Q9KK,8QTJ,89TJQQKK
12913134121213,Q9KK4QQK,Q9KK,4QQK,49QQQKKK
12913131113137,Q9KKJKK7,Q9KK,JKK7,79JQKKKK
12913131210127,Q9KKQTQ7,Q9KK,QTQ7,79TQQQKK
11711114131313,J7JJ4KKK,J7JJ,4KKK,47JJJKKK
11711111391113,J7JJK9JK,J7JJ,K9JK,79JJJJKK
11711111310611,J7JJKT6J,J7JJ,KT6J,67TJJJJK
11711111110913,J7JJJT9K,J7JJ,JT9K,79TJJJJK
11711111312513,J7JJKQ5K,J7JJ,KQ5K,57JJJQKK
11711111212121,J7JJQQQ1,J7JJ,QQQ1,17JJJQQQ
11711111212613,J7JJQQ6K,J7JJ,QQ6K,67JJJQQK
11711111121011,J7JJJ2TJ,J7JJ,J2TJ,27TJJJJJ
11711111121011,J7JJ1QTJ,J7JJ,1QTJ,17TJJJJQ
11711111113103,J7JJJKT3,J7JJ,JKT3,37TJJJJK
11711111381111,J7JJK8JJ,J7JJ,K8JJ,78JJJJJK
91212131161313,9QQKJ6KK,9QQK,J6KK,69JQQKKK
91212131011013,9QQKT1TK,9QQK,T1TK,19TTQQKK
91212131341313,9QQKK4KK,9QQK,K4KK,49QQKKKK
91212131311109,9QQKKJT9,9QQK,KJT9,99TJQQKK
91212131351213,9QQKK5QK,9QQK,K5QK,59QQQKKK
91212131112911,9QQKJQ9J,9QQK,JQ9J,99JJQQQK
91212131310611,9QQKKT6J,9QQK,KT6J,69TJQQKK
91212131110913,9QQKJT9K,9QQK,JT9K,99TJQQKK
91212131171111,9QQKJ7JJ,9QQK,J7JJ,79JJJQQK
91212131212121,9QQKQQQ1,9QQK,QQQ1,19QQQQQK
91212133131113,9QQK3KJK,9QQK,3KJK,39JQQKKK
91212131111711,9QQKJJ7J,9QQK,JJ7J,79JJJQQK
91212134121011,9QQK4QTJ,9QQK,4QTJ,49TJQQQK
61013111101211,6TKJ1TQJ,6TKJ,1TQJ,16TTJJQK
61013111213213,6TKJQK2K,6TKJ,QK2K,26TJQKKK
61013117111213,6TKJ7JQK,6TKJ,7JQK,67TJJQKK
61013111210411,6TKJQT4J,6TKJ,QT4J,46TTJJQK
61013111113103,6TKJJKT3,6TKJ,JKT3,36TTJJKK
61013111381111,6TKJK8JJ,6TKJ,K8JJ,68TJJJKK
11913135111011,J9KK5JTJ,J9KK,5JTJ,59TJJJKK
11913131391011,J9KKK9TJ,J9KK,K9TJ,99TJJKKK
11913131213213,J9KKQK2K,J9KK,QK2K,29JQKKKK
11913131011013,J9KKT1TK,J9KK,T1TK,19TTJKKK
11913131313911,J9KKKK9J,J9KK,KK9J,99JJKKKK
11913131312813,J9KKKQ8K,J9KK,KQ8K,89JQKKKK
11913131313311,J9KKKK3J,J9KK,KK3J,39JJKKKK
11913134111213,J9KK4JQK,J9KK,4JQK,49JJQKKK
11913131171111,J9KKJ7JJ,J9KK,J7JJ,79JJJJKK
11913131212121,J9KKQQQ1,J9KK,QQQ1,19JQQQKK
11913133131113,J9KK3KJK,J9KK,3KJK,39JJKKKK
11913131210411,J9KKQT4J,J9KK,QT4J,49TJJQKK
11913131012411,J9KKTQ4J,J9KK,TQ4J,49TJJQKK
11913131112131,J9KKJQK1,J9KK,JQK1,19JJQKKK
11103132101213,JT3K2TQK,JT3K,2TQK,23TTJQKK
11103131111213,JT3KJJ2K,JT3K,JJ2K,23TJJJKK
11103131211911,JT3KQJ9J,JT3K,QJ9J,39TJJJQK
11103131112611,JT3KJQ6J,JT3K,JQ6J,36TJJJQK
11103132111311,JT3K2JKJ,JT3K,2JKJ,23TJJJKK
11103131310611,JT3KKT6J,JT3K,KT6J,36TTJJKK
11103131111213,JT3KJ1QK,JT3K,J1QK,13TJJQKK
11103131110133,JT3KJTK3,JT3K,JTK3,33TTJJKK
11103131111213,JT3K1JQK,JT3K,1JQK,13TJJQKK
11103133101311,JT3K3TKJ,JT3K,3TKJ,33TTJJKK
11103131311127,JT3KKJQ7,JT3K,KJQ7,37TJJQKK
11121291211411,JQQ9QJ4J,JQQ9,QJ4J,49JJJQQQ
11121291312211,JQQ9KQ2J,JQQ9,KQ2J,29JJQQQK
11121294121213,JQQ94QQK,JQQ9,4QQK,49JQQQQK
11121296101213,JQQ96TQK,JQQ9,6TQK,69TJQQQK
11121291311131,JQQ9KJK1,JQQ9,KJK1,19JJQQKK
11121291261313,JQQ9Q6KK,JQQ9,Q6KK,69JQQQKK
10125131310137,TQ5KKTK7,TQ5K,KTK7,57TTQKKK
10125131013713,TQ5KTK7K,TQ5K,TK7K,57TTQKKK
10125131310611,TQ5KKT6J,TQ5K,KT6J,56TTJQKK
10125131191313,TQ5KJ9KK,TQ5K,J9KK,59TJQKKK
10125131212121,TQ5KQQQ1,TQ5K,QQQ1,15TQQQQK
10125131212811,TQ5KQQ8J,TQ5K,QQ8J,58TJQQQK
10125131011139,TQ5KTJK9,TQ5K,TJK9,59TTJQKK
12121211210123,QQQ1QTQ3,QQQ1,QTQ3,13TQQQQQ
12121211112611,QQQ1JQ6J,QQQ1,JQ6J,16JJQQQQ
12121211351213,QQQ1K5QK,QQQ1,K5QK,15QQQQKK
12121212111311,QQQ12JKJ,QQQ1,2JKJ,12JJQQQK
12121218111011,QQQ18JTJ,QQQ1,8JTJ,18TJJQQQ
12121219131011,QQQ19KTJ,QQQ1,9KTJ,19TJQQQK
12121211361011,QQQ1K6TJ,QQQ1,K6TJ,16TJQQQK
12121211313311,QQQ1KK3J,QQQ1,KK3J,13JQQQKK
12121211191013,QQQ1J9TK,QQQ1,J9TK,19TJQQQK
12121211212613,QQQ1QQ6K,QQQ1,QQ6K,16QQQQQK
12121214121311,QQQ14QKJ,QQQ1,4QKJ,14JQQQQK
12121211071313,QQQ1T7KK,QQQ1,T7KK,17TQQQKK
12121211311103,QQQ1KJT3,QQQ1,KJT3,13TJQQQK
12121211012411,QQQ1TQ4J,QQQ1,TQ4J,14TJQQQQ
12121211181311,QQQ1J8KJ,QQQ1,J8KJ,18JJQQQK
12121214121011,QQQ14QTJ,QQQ1,4QTJ,14TJQQQQ
71112134121113,7JQK4QJK,7JQK,4QJK,47JJQQKK
71112131211311,7JQKQ1KJ,7JQK,Q1KJ,17JJQQKK
71112131351111,7JQKK5JJ,7JQK,K5JJ,57JJJQKK
71112131111213,7JQKJJ2K,7JQK,JJ2K,27JJJQKK
71112131210123,7JQKQTQ3,7JQK,QTQ3,37TJQQQK
71112131310119,7JQKKTJ9,7JQK,KTJ9,79TJJQKK
71112131211311,7JQKQJ3J,7JQK,QJ3J,37JJJQQK
71112131112413,7JQKJQ4K,7JQK,JQ4K,47JJQQKK
71112131110313,7JQKJT3K,7JQK,JT3K,37TJJQKK
71112131111213,7JQKJ1QK,7JQK,J1QK,17JJQQKK
71112131212613,7JQKQQ6K,7JQK,QQ6K,67JQQQKK
71112131111213,7JQK1JQK,7JQK,1JQK,17JJQQKK
71112131071313,7JQKT7KK,7JQK,T7KK,77TJQKKK
71112131012411,7JQKTQ4J,7JQK,TQ4J,47TJJQQK
71112131113103,7JQKJKT3,7JQK,JKT3,37TJJQKK
71112131311127,7JQKKJQ7,7JQK,KJQ7,77JJQQKK
71112131381111,7JQKK8JJ,7JQK,K8JJ,78JJJQKK
21210115131211,2QTJ5KQJ,2QTJ,5KQJ,25TJJQQK
21210115131013,2QTJ5KTK,2QTJ,5KTK,25TTJQKK
21210114121111,2QTJ4QJJ,2QTJ,4QJJ,24TJJJQQ
21210111211411,2QTJQJ4J,2QTJ,QJ4J,24TJJJQQ
21210111112129,2QTJJQQ9,2QTJ,JQQ9,29TJJQQQ
21210111010411,2QTJTT4J,2QTJ,TT4J,24TTTJJQ
21210111311131,2QTJKJK1,2QTJ,KJK1,12TJJQKK
21210111110611,2QTJJT6J,2QTJ,JT6J,26TTJJJQ
21210111191011,2QTJJ9TJ,2QTJ,J9TJ,29TTJJJQ
13711131271111,K7JKQ7JJ,K7JK,Q7JJ,77JJJQKK
13711131231313,K7JKQ3KK,K7JK,Q3KK,37JQKKKK
13711131210211,K7JKQT2J,K7JK,QT2J,27TJJQKK
13711132131013,K7JK2KTK,K7JK,2KTK,27TJKKKK
13711131210103,K7JKQTT3,K7JK,QTT3,37TTJQKK
13711131161113,K7JKJ6JK,K7JK,J6JK,67JJJKKK
13711131210613,K7JKQT6K,K7JK,QT6K,67TJQKKK
13711131012811,K7JKTQ8J,K7JK,TQ8J,78TJJQKK
13711131312211,K7JKKQ2J,K7JK,KQ2J,27JJQKKK
13711131291313,K7JKQ9KK,K7JK,Q9KK,79JQKKKK
13711131311131,K7JKKJK1,K7JK,KJK1,17JJKKKK
11101034121113,JTT34QJK,JTT3,4QJK,34TTJJQK
11101032101213,JTT32TQK,JTT3,2TQK,23TTTJQK
11101035111011,JTT35JTJ,JTT3,5JTJ,35TTTJJJ
11101031312411,JTT3KQ4J,JTT3,KQ4J,34TTJJQK
11101032101111,JTT32TJJ,JTT3,2TJJ,23TTTJJJ
11101033111013,JTT33JTK,JTT3,3JTK,33TTTJJK
11101031112911,JTT3JQ9J,JTT3,JQ9J,39TTJJJQ
11101039131011,JTT39KTJ,JTT3,9KTJ,39TTTJJK
11101031012213,JTT3TQ2K,JTT3,TQ2K,23TTTJQK
11101031310119,JTT3KTJ9,JTT3,KTJ9,39TTTJJK
11101031212613,JTT3QQ6K,JTT3,QQ6K,36TTJQQK
11101038131111,JTT38KJJ,JTT3,8KJJ,38TTJJJK
11101031311103,JTT3KJT3,JTT3,KJT3,33TTTJJK
11101033131311,JTT33KKJ,JTT3,3KKJ,33TTJJKK
12128112101213,QQ8J2TQK,QQ8J,2TQK,28TJQQQK
12128111312411,QQ8JKQ4J,QQ8J,KQ4J,48JJQQQK
12128111391113,QQ8JK9JK,QQ8J,K9JK,89JJQQKK
12128111210123,QQ8JQTQ3,QQ8J,QTQ3,38TJQQQQ
12128111291111,QQ8JQ9JJ,QQ8J,Q9JJ,89JJJQQQ
12128117111213,QQ8J7JQK,QQ8J,7JQK,78JJQQQK
12128113111313,QQ8J3JKK,QQ8J,3JKK,38JJQQKK
12128111110133,QQ8JJTK3,QQ8J,JTK3,38TJJQQK
12128111213129,QQ8JQKQ9,QQ8J,QKQ9,89JQQQQK
12128111113103,QQ8JJKT3,QQ8J,JKT3,38TJJQQK
41212131381313,4QQKK8KK,4QQK,K8KK,48QQKKKK
41212131312139,4QQKKQK9,4QQK,KQK9,49QQQKKK
41212131310123,4QQKKTQ3,4QQK,KTQ3,34TQQQKK
41212131051313,4QQKT5KK,4QQK,T5KK,45TQQKKK
41212136101111,4QQK6TJJ,4QQK,6TJJ,46TJJQQK
41212131313813,4QQKKK8K,4QQK,KK8K,48QQKKKK
41212131291313,4QQKQ9KK,4QQK,Q9KK,49QQQKKK
41212131111013,4QQKJ1TK,4QQK,J1TK,14TJQQKK
41212131111013,4QQK1JTK,4QQK,1JTK,14TJQQKK
71013131391113,7TKKK9JK,7TKK,K9JK,79TJKKKK
71013131310137,7TKKKTK7,7TKK,KTK7,77TTKKKK
